#CPU cycle, #miss
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
243256, 329
